deviceid,latitude,longitude,year,week,category
250,37.58693941,127.01878422,2019,48,none
250,37.560566225,126.855989025,2019,48,none
250,37.57216135,126.81184675,2019,48,주택>아파트
250,37.51847315,126.985283,2019,48,종교>개신교
250,37.5580508,126.8618912,2019,48,"쇼핑,유통>슈퍼,마트"
250,37.58931385,127.01702775,2019,48,"공공,사회기관>구청"
250,37.5583583,126.854848,2019,48,none
250,37.56762285000001,126.81664715,2019,48,"교통,운수>지하철,전철"
250,37.56399246666667,126.80368523333334,2019,49,"교통,운수>지하철,전철"
250,37.56275083333333,126.85723565,2019,49,none
250,37.5280804,126.9179666,2019,49,"교통,운수>지하철,전철"
250,37.5582589,126.8547038,2019,49,none
250,37.56063765,126.8556616,2019,49,none
250,37.5162031,126.8610663,2019,49,"시설,건물>기업,빌딩"
250,37.51232245,126.86585595,2019,49,none
