deviceid,latitude,longitude,year,week,category
394,37.564278560000005,127.03604012999999,2020,48,none
394,37.681297425,127.373721575,2020,48,none
394,37.5647162,127.0286214,2020,48,none
394,37.64541035,127.23714435,2020,48,주택>아파트
394,37.5826791,127.14586495,2020,48,none
394,37.641037,127.3591989,2020,48,none
394,37.65553065,127.3037811,2020,48,"쇼핑,유통>슈퍼,마트"
394,37.54634789000001,127.05402875,2020,49,종교>개신교
394,37.5624595,127.034166275,2020,49,주택>아파트
394,37.5646428,127.0293189,2020,49,주택>아파트
394,37.5620848,127.03796035,2020,49,"육류,고기요리>찜닭"
394,37.55969705,127.0405765,2020,49,none
394,37.56421359090909,127.03588770909091,2020,50,none
394,37.56477135,127.02889077500001,2020,50,주택>아파트
394,37.645446899999996,127.23714860000001,2020,50,주택>아파트
394,37.5707883,127.0341516,2020,50,"사회,복지>장애인복지시설"
394,37.6051538,127.14052115,2020,50,"시설,건물>기업,빌딩"
394,37.56601335,127.0212425,2020,50,none
394,37.5642892625,127.03597175,2020,51,none
394,37.561837,127.03454632500001,2020,51,수선>구두수선
394,37.54934505,127.05025175,2020,51,none
