deviceid,latitude,longitude,year,week,category
322,37.5562651,126.8992242,2019,49,주택>아파트
322,37.5202676,127.1354088,2019,49,"교육,학문>고등학교"
322,37.5211352,127.1333976,2019,49,"교통,운수>지하철,전철"
322,37.57837735,127.0016414,2019,49,none
322,37.5799167,127.0034826,2019,49,none
322,37.5869274,127.0187926,2019,49,none
322,37.579937083333334,127.00349516666667,2019,50,none
322,37.5909382,127.0115298,2019,50,none
322,37.5886539,127.016977,2019,50,none
322,37.5893756,127.0076335,2019,50,"시설,건물>기업,빌딩"
322,37.5531216,127.0892979,2019,50,none
322,37.5783367,127.0016708,2019,50,none
322,37.5269649,126.9179081,2019,50,"사회,복지>장애인복지시설"
