deviceid,latitude,longitude,year,week,category
85,37.56778763333333,127.03544236666669,2019,44,none
85,37.2581321,127.1168711,2019,44,"여행,명소>관람,체험"
85,37.1931834,127.2784213,2019,44,none
85,37.57980485,127.0025915,2019,44,"문화,예술>미술관"
85,37.5607274,127.0861611,2019,44,none
85,37.560722,127.08615445000001,2019,45,none
85,37.56241455,127.03738455,2019,45,"시설,건물>주택"
85,37.56507975,127.0363332,2019,45,수선>구두수선
85,37.5827033,127.08805165,2019,45,none
85,37.4930324,126.92499735,2019,45,"건강,의료>종합병원"
85,37.5668854,127.0529048,2019,45,none
