deviceid,latitude,longitude,year,week,category
403,37.4976951,126.89183744375,2021,7,"시설,건물>기업,빌딩"
403,37.505749925,126.891180375,2021,7,주택>오피스텔
403,37.56832555,127.02334555,2021,7,"시설,건물>기업,빌딩"
403,37.5006155,126.8894236,2021,7,주택>아파트
403,37.5448231,127.0550299,2021,7,수선>구두수선
403,37.4956562,126.89111385,2021,7,주택>아파트
403,37.4992695,126.89047775,2021,7,"시설,건물>기업,빌딩"
403,37.497651133333335,126.89178840833334,2021,8,"시설,건물>기업,빌딩"
403,37.515951,126.9069769,2021,8,"쇼핑,유통>상가,아케이드"
403,37.4976588875,126.89179625625,2021,9,"시설,건물>기업,빌딩"
403,37.5245622,126.87063365,2021,9,주택>아파트
403,36.7602683,127.29814545,2021,9,주택>아파트
403,36.67447305,127.1246746,2021,9,주택>아파트
403,37.4992613,126.8892965,2021,9,"교육,학문>초등학교"
403,37.497712275000005,126.89180566666666,2021,10,"시설,건물>기업,빌딩"
403,37.50901895,126.8896045,2021,10,"쇼핑,유통>백화점"
403,37.51446455,126.9069262,2021,10,주택>아파트
403,37.4998264,126.908606,2021,10,none
