deviceid,latitude,longitude,year,week,category
264,37.59173995,127.01730205,2019,48,none
264,37.5872132,127.0402905,2019,48,종교>개신교
264,37.5869623,127.01873095,2019,48,none
264,37.591634868750006,127.01755826249999,2019,49,none
264,37.498408350000005,126.83908220000001,2019,49,주택>아파트
264,37.5871653,127.0402383,2019,49,종교>개신교
264,37.4940217,127.0792407,2019,49,none
264,37.4967112,126.8403338,2019,49,none
264,37.49062255,126.9072707,2019,49,"건강,의료>종합병원"
264,37.6271205,127.0297633,2019,49,"건강,의료>요양원,요양센터"
