deviceid,latitude,longitude,year,week,category
51,37.526824,126.91783676666667,2019,43,"사회,복지>장애인복지시설"
51,37.52821105,126.9180226,2019,43,"교통,운수>지하철,전철"
51,37.5607343,127.0380438,2019,43,"한식>칼국수,만두"
51,37.5656815,127.0549511,2019,43,none
51,37.5634828,127.03673875,2019,43,"공공,사회기관>구청"
51,37.5703675,127.0334463,2019,43,none
51,37.52688092000001,126.91792243,2019,44,"사회,복지>장애인복지시설"
51,37.79205479,128.92104935,2019,44,숙박>호텔
51,37.56074155,127.038054,2019,44,"한식>칼국수,만두"
51,37.56347965,127.03670895,2019,44,"공공,사회기관>구청"
51,37.570396349999996,127.03343985000001,2019,44,none
51,37.76416605,128.8994753,2019,44,none
51,37.5707141,126.9736168,2019,44,none
51,37.56570955,127.05498965,2019,44,none
51,37.6039077,127.1399791,2019,44,주택>아파트
51,37.4819197,128.0095989,2019,44,none
51,37.7825505,128.9294403,2019,44,none
51,37.6867968,129.0377977,2019,44,none
51,37.6412113,128.5737335,2019,44,none
