deviceid,latitude,longitude,year,week,category
151,37.54433829999999,127.12620545,2019,46,"교육,학문>군구립도서관"
151,37.5703822,127.0336335,2019,46,"사회,복지>종합사회복지관"
151,37.5443944125,127.12633783125,2019,47,"교육,학문>군구립도서관"
151,37.5380532,127.1400384,2019,47,주택>아파트
151,37.5437217,127.1455073,2019,47,주택>아파트
151,37.546352600000006,127.14416445,2019,47,주택>아파트
151,37.596250350000005,127.09923695,2019,47,주택>아파트
151,37.5798045,127.0870018,2019,47,주택>아파트
151,37.5835454,127.086026,2019,47,"건강,의료>병원,의원"
151,37.5379346,127.12352945,2019,47,"시설,건물>기업,빌딩"
151,37.54443115,127.12621276666668,2019,48,"교육,학문>군구립도서관"
151,37.5458258,127.1259415,2019,48,none
151,37.5419769,127.1235224,2019,48,"시설,건물>기업,빌딩"
