deviceid,latitude,longitude,year,week,category
94,37.566152224999996,127.033725825,2019,44,종교>천주교
94,37.56430765,127.034987075,2019,44,주택>아파트
94,37.564391,127.0287617,2019,44,none
94,37.3991271,126.9442249,2019,44,none
94,37.53582885,126.9731781,2019,44,수선>구두수선
94,37.56538561666667,127.02913768333333,2019,45,주택>아파트
94,37.56947545,126.99042465,2019,45,"시설,건물>기업,빌딩"
94,37.5662713,127.0331353,2019,45,"협회,단체>바둑협회"
94,37.5613274,127.038051,2019,45,"육류,고기요리>찜닭"
94,37.56283275,126.97759715,2019,45,none
94,37.5608477,126.9791544,2019,45,none
94,37.55951805,126.9768239,2019,45,none
94,37.4378367,127.1405885,2019,45,none
94,37.5652169,127.0188142,2019,45,none
94,37.5635788,126.9866485,2019,45,종교>천주교
94,37.8382649,127.0357127,2019,45,none
94,37.4379438,127.14101735,2019,46,none
94,37.5679472,127.00879395,2019,46,"생활,편의>편의점"
94,37.5355152,127.0837948,2019,46,none
94,37.4969001,127.0320152,2019,46,none
94,37.5715394,127.0136838,2019,46,none
94,37.57086125,127.009855,2019,46,none
94,37.5643074,127.0348296,2019,46,주택>아파트
94,37.5773545,126.9998534,2019,46,"건강,의료>종합병원"
94,37.5643922,127.0287639,2019,46,none
