deviceid,latitude,longitude,year,week,category
262,37.5652160375,127.022574325,2019,48,none
262,37.659443249999995,126.62657300000001,2019,48,none
262,37.56396825,127.02047195,2019,48,none
262,37.56454005,127.01518300000001,2019,48,"건강,의료>보건소"
262,37.507423200000005,127.131223825,2019,48,none
262,37.6534585,127.05793545,2019,48,"공공,사회기관>우체국"
262,37.56612095,127.0092156,2019,48,none
262,37.51388615,127.1050668,2019,48,주택>오피스텔
262,37.510033,127.102125,2019,48,"문화,예술>복합문화공간"
262,37.56380735,127.0357021,2019,48,주택>오피스텔
262,37.554193516666665,127.01627111666666,2019,49,주택>아파트
262,37.56395413333333,127.02044696666667,2019,49,none
262,37.5645329,127.01514275,2019,49,"건강,의료>보건소"
262,37.5074309,127.1312259,2019,49,none
262,37.5559631,127.1483423,2019,49,"사회,복지>장애인종합복지관"
262,37.5538749,127.0136959,2019,49,주택>아파트
262,37.5668727,127.0168631,2019,49,주택>아파트
262,37.563807,126.9976804,2019,49,"공공,사회기관>구청"
262,37.5654725,126.9955676,2019,49,"쇼핑,유통>상가,아케이드"
262,37.55575975,127.01121685,2019,49,none
262,37.56664435,127.008616,2019,49,none
