deviceid,latitude,longitude,year,week,category
317,37.617497625,126.998835875,2019,49,주택>아파트
317,37.59077365,127.010659625,2019,50,주택>오피스텔
317,37.634908375,127.0240318,2019,50,주택>오피스텔
317,37.4123842,126.6534031,2019,50,주택>아파트
317,37.7540055,127.06950665,2019,50,주택>아파트
317,37.58687445,127.0186254,2019,50,주택>아파트
317,37.6326052,127.0230002,2019,50,주택>아파트
317,37.6334904,127.0233697,2019,50,none
317,37.5047171,127.0415775,2019,50,주택>아파트
317,37.44387835,127.1534721,2019,50,"쇼핑,유통>슈퍼,마트"
317,37.25769585,126.99433475,2019,50,주택>아파트
