deviceid,latitude,longitude,year,week,category
274,37.559538137500006,126.81962552499999,2019,48,주택>아파트
274,37.564352674999995,126.9653661625,2019,48,none
274,37.6179195,126.922305875,2019,48,none
274,37.56515805,126.8486581,2019,48,"시설,건물>기업,빌딩"
274,37.5579474,126.85621155,2019,48,none
274,37.6460418375,127.23197662499999,2019,49,종교>개신교
274,37.559555450000005,126.81972235,2019,49,주택>아파트
274,37.584012,126.969898,2019,49,none
274,37.5737407,126.9726835,2019,49,none
274,37.5649083,126.98791855,2019,49,"시설,건물>기업,빌딩"
