deviceid,latitude,longitude,year,week,category
139,37.634011666666666,127.0733069111111,2019,46,"교육,학문>특수학교"
139,37.5763781,127.06652855,2019,46,none
139,37.5663174,127.0430177,2019,46,"교통,운수>지하철,전철"
139,37.54549775,127.0469999,2019,46,"사회,복지>종합사회복지관"
139,37.5836159,127.0492967,2019,46,none
139,37.5612026,127.0382796,2019,46,"육류,고기요리>찜닭"
139,37.63387715,127.07315243333333,2019,47,"교육,학문>특수학교"
139,37.63589735,127.07384970000001,2019,47,종교>천주교
139,37.570408075,127.033518,2019,47,none
139,37.5609163,127.03932075,2019,47,none
