deviceid,latitude,longitude,year,week,category
287,37.582226250000005,126.970549225,2019,48,주택>아파트
287,37.5200103,127.13550575,2019,48,"교육,학문>고등학교"
287,37.5614715,127.0382667,2019,48,"한식>칼국수,만두"
287,37.54071195,127.1429219,2019,49,주택>아파트
287,37.596554174999994,127.0876861,2019,49,"시설,건물>주택"
287,37.5550079,127.1539579,2019,49,주택>아파트
287,37.556866,127.1568404,2019,49,"쇼핑,유통>지역재활용센터"
287,37.6342138,126.9182612,2019,49,주택>아파트
287,37.5378779,127.1247644,2019,49,주택>아파트
287,37.5500724,127.1758245,2019,49,"시설,건물>기업,빌딩"
